CompanyID,CompanyName,Industry,Region,Revenue_WMA,Revenue_std,Revenue_cv,Revenue_slope,ProfitMargin_WMA,ProfitMargin_std,ProfitMargin_cv,ProfitMargin_slope,MarketCap_WMA,MarketCap_std,MarketCap_cv,MarketCap_slope,GrowthRate_WMA,GrowthRate_std,GrowthRate_cv,GrowthRate_slope,ESG_Overall_WMA,ESG_Overall_std,ESG_Overall_cv,ESG_Overall_slope,PriceToSales,NetIncome,PriceToEarnings,Risk-AdjustedGrowth,Earnings-to-Growth,ESG_Signal-to-Noise,TARGET_SCORE
493,Company_493,Energy,Latin America,1184.54,70.57,0.06,32.28,-20.0,0.0,-0.0,0.0,4284.18,1204.92,0.28,351.57,-0.37,13.38,-35.83,3.7,47.05,1.98,0.04,1.12,3.62,-236.91,-18.08,-0.03,653.95,28.0,57.11
494,Company_494,Consumer Goods,Africa,1167.04,165.59,0.14,91.89,5.09,1.68,0.33,-0.98,956.68,208.17,0.22,-96.78,12.13,12.01,0.99,1.9,37.16,2.22,0.06,1.32,0.82,59.4,16.11,1.01,15.95,22.0,39.66
495,Company_495,Consumer Goods,Latin America,1194.89,90.58,0.08,55.46,11.94,1.36,0.11,-0.75,2059.95,425.79,0.21,-253.78,5.21,3.85,0.74,0.71,45.39,0.61,0.01,0.01,1.72,142.67,14.44,1.35,10.67,1.0,44.53
496,Company_496,Manufacturing,North America,2628.96,285.39,0.11,178.29,3.27,1.59,0.49,0.2,1095.93,325.54,0.3,55.25,8.11,5.86,0.72,-2.32,52.52,1.17,0.02,0.57,0.42,85.97,12.75,1.38,9.21,28.5,29.0
497,Company_497,Utilities,Africa,1135.73,73.31,0.06,38.57,10.37,1.15,0.11,0.67,1310.41,202.31,0.15,1.97,2.37,5.09,2.15,-2.33,46.41,1.76,0.04,0.97,1.15,117.78,11.13,0.47,23.9,24.25,34.27
498,Company_498,Technology,Europe,26561.01,6121.55,0.23,3832.36,11.64,3.17,0.27,-1.83,72531.32,13790.31,0.19,7267.83,17.37,7.05,0.41,1.49,78.64,0.74,0.01,-0.15,2.73,3091.7,23.46,2.46,9.52,-15.0,34.76
499,Company_499,Transportation,Asia,947.73,249.66,0.26,154.94,10.82,1.33,0.12,-0.0,1413.09,559.91,0.4,228.13,20.91,7.06,0.34,3.22,42.55,0.98,0.02,0.34,1.49,102.54,13.78,2.96,4.65,17.0,39.46
500,Company_500,Utilities,Middle East,2250.17,214.86,0.1,122.77,6.99,1.38,0.2,0.04,2003.37,561.11,0.28,75.71,5.4,6.91,1.28,-4.02,49.94,1.92,0.04,1.17,0.89,157.29,12.74,0.78,16.3,29.25,47.29
501,Company_501,Retail,Europe,720.98,74.25,0.1,44.37,4.29,0.73,0.17,-0.19,534.79,169.19,0.32,44.89,7.82,7.17,0.92,-1.05,51.7,1.08,0.02,0.63,0.74,30.93,17.29,1.09,15.85,31.5,38.32
502,Company_502,Manufacturing,Asia,325.58,12.49,0.04,-1.98,7.33,3.29,0.45,2.05,312.06,117.37,0.38,60.27,-0.45,7.51,-16.81,-1.81,42.26,2.22,0.05,1.2,0.96,23.87,13.08,-0.06,-218.22,24.0,22.78
503,Company_503,Manufacturing,North America,5753.15,992.39,0.17,617.51,16.64,0.69,0.04,0.06,14527.13,5183.06,0.36,2499.46,13.45,3.98,0.3,-0.1,53.25,0.63,0.01,0.34,2.53,957.32,15.17,3.38,4.49,34.0,61.79
504,Company_504,Retail,Europe,4657.18,907.29,0.19,569.34,-0.71,1.9,-2.66,1.09,5676.75,7806.68,1.38,-2591.02,13.26,5.72,0.43,-2.67,65.38,1.18,0.02,0.69,1.22,-33.07,-171.68,2.32,-74.06,34.5,28.21
505,Company_505,Transportation,North America,273.74,7.95,0.03,-3.69,20.09,2.16,0.11,0.88,838.08,172.6,0.21,-42.33,-1.01,3.65,-3.63,0.89,69.47,2.52,0.04,1.48,3.06,54.99,15.24,-0.28,-55.07,37.0,50.0
506,Company_506,Retail,North America,9287.27,1183.84,0.13,718.43,16.86,2.81,0.17,1.65,27280.89,9414.96,0.35,5157.88,8.65,6.57,0.76,-1.9,65.63,3.02,0.05,1.91,2.94,1565.83,17.42,1.32,13.23,38.2,70.19
507,Company_507,Manufacturing,Europe,852.96,63.13,0.07,39.75,18.66,3.73,0.2,2.16,2073.43,713.57,0.34,374.89,4.35,4.77,1.1,1.84,73.23,1.52,0.02,0.85,2.43,159.16,13.03,0.91,14.28,42.5,61.51
508,Company_508,Utilities,Europe,350.38,17.72,0.05,8.94,7.35,2.03,0.28,-1.03,267.36,128.8,0.48,-57.06,2.77,7.73,2.79,2.42,58.4,2.09,0.04,1.26,0.76,25.75,10.38,0.36,28.97,31.5,48.18
509,Company_509,Technology,Europe,21211.39,3053.22,0.14,1896.98,11.38,4.15,0.36,-2.34,63417.27,15542.34,0.25,-7757.6,11.82,6.19,0.52,-1.59,68.05,0.94,0.01,0.56,2.99,2413.86,26.27,1.91,13.76,56.0,70.55
510,Company_510,Utilities,Middle East,1294.19,93.98,0.07,56.12,9.95,1.48,0.15,0.79,1674.23,585.08,0.35,294.59,3.69,7.0,1.9,1.18,68.29,2.76,0.04,1.69,1.29,128.77,13.0,0.53,24.66,42.25,58.36
511,Company_511,Healthcare,Europe,2956.88,339.23,0.11,172.23,4.96,2.17,0.44,0.87,2737.24,1633.19,0.6,821.34,7.94,8.94,1.13,4.59,80.52,0.88,0.01,-0.03,0.93,146.66,18.66,0.89,21.01,-3.0,30.06
512,Company_512,Finance,Middle East,8056.6,590.72,0.07,-52.17,17.07,1.25,0.07,0.19,18096.59,2796.58,0.15,-158.74,1.7,9.0,5.29,4.2,45.32,1.02,0.02,0.48,2.25,1375.26,13.16,0.19,69.66,24.0,63.7
513,Company_513,Healthcare,Europe,2196.47,236.99,0.11,141.1,23.95,1.24,0.05,0.16,8292.85,1804.18,0.22,528.02,6.53,7.46,1.14,-1.85,55.85,2.34,0.04,1.36,3.78,526.05,15.76,0.88,18.01,34.0,67.61
514,Company_514,Energy,Latin America,2077.55,223.9,0.11,-116.5,19.61,2.25,0.11,-1.0,4180.33,482.0,0.12,28.13,-2.89,8.9,-3.08,-0.08,51.64,1.22,0.02,0.33,2.01,407.41,10.26,-0.32,-31.6,16.5,47.59
515,Company_515,Finance,Africa,13463.4,3249.91,0.24,2023.77,9.97,0.68,0.07,0.2,17057.47,5829.92,0.34,2474.83,17.42,7.65,0.44,0.93,46.92,0.5,0.01,0.3,1.27,1342.3,12.71,2.28,5.58,30.0,43.09
516,Company_516,Utilities,North America,305.48,28.18,0.09,-6.66,12.53,0.77,0.06,0.38,398.87,16.9,0.04,2.06,-2.82,10.93,-3.88,-5.4,35.71,2.44,0.07,1.34,1.31,38.28,10.42,-0.26,-40.39,19.14,36.23
517,Company_517,Finance,Latin America,3070.49,85.66,0.03,44.93,21.63,0.78,0.04,-0.17,10500.59,1665.64,0.16,643.72,1.0,3.49,3.49,1.47,50.43,1.07,0.02,0.59,3.42,664.15,15.81,0.29,55.18,29.5,72.17
518,Company_518,Utilities,Middle East,350.07,26.01,0.07,-15.49,5.77,1.19,0.21,-0.47,201.68,98.58,0.49,-56.16,-1.88,8.41,-4.47,-2.37,56.96,0.38,0.01,0.12,0.58,20.2,9.98,-0.22,-44.67,12.0,22.87
519,Company_519,Retail,Middle East,2016.25,444.06,0.22,270.5,3.2,0.75,0.24,0.33,1036.86,364.21,0.35,165.84,17.53,7.54,0.43,3.28,51.1,2.71,0.05,1.59,0.51,64.52,16.07,2.32,6.91,31.8,27.24
520,Company_520,Manufacturing,Latin America,2176.35,212.22,0.1,116.14,21.83,1.66,0.08,-0.8,9340.71,2010.5,0.22,944.39,6.84,9.68,1.42,-0.81,51.77,1.57,0.03,0.98,4.29,475.1,19.66,0.71,27.82,32.67,76.11
521,Company_521,Technology,Middle East,8135.07,684.4,0.08,386.39,21.15,2.79,0.13,-1.7,38765.67,9390.8,0.24,-2608.37,6.07,7.85,1.29,-1.04,72.89,0.73,0.01,0.38,4.77,1720.57,22.53,0.77,29.14,38.0,75.86
522,Company_522,Transportation,Oceania,255.19,9.28,0.04,2.14,-12.24,2.53,-0.21,-0.15,966.81,383.07,0.4,237.88,-0.21,6.14,-29.73,-0.16,33.31,1.3,0.04,0.76,3.79,-31.24,-30.95,-0.03,904.99,19.0,56.83
523,Company_523,Consumer Goods,North America,1479.18,101.67,0.07,45.66,15.03,0.52,0.03,0.2,3372.65,862.12,0.26,-291.62,4.23,10.11,2.39,-3.14,44.49,1.91,0.04,1.16,2.28,222.32,15.17,0.42,36.26,29.0,68.07
524,Company_524,Transportation,Middle East,2638.69,342.85,0.13,216.2,11.14,1.2,0.11,0.69,4375.67,1290.48,0.29,737.95,8.44,5.21,0.62,2.49,40.46,1.17,0.03,0.24,1.66,293.95,14.89,1.62,9.19,8.0,43.54
525,Company_525,Utilities,North America,738.23,91.03,0.12,56.56,6.85,1.08,0.16,-0.55,533.84,127.48,0.24,-52.83,7.33,5.73,0.78,1.37,53.21,1.05,0.02,0.59,0.72,50.57,10.56,1.28,8.25,29.5,35.76
526,Company_526,Utilities,Asia,239.9,21.33,0.09,-11.52,9.13,0.98,0.11,0.11,298.06,28.99,0.1,0.93,-4.17,7.52,-1.8,0.89,38.77,2.21,0.06,1.39,1.24,21.9,13.61,-0.55,-24.54,23.17,31.71
527,Company_527,Retail,Asia,963.96,82.82,0.09,-40.71,11.45,1.49,0.13,0.83,1666.65,584.73,0.35,-105.55,-0.58,10.97,-18.92,-2.19,34.03,0.72,0.02,0.37,1.73,110.37,15.1,-0.05,-285.6,18.5,34.33
528,Company_528,Utilities,Oceania,713.02,56.06,0.08,23.76,0.49,1.5,3.09,-0.62,749.14,1097.34,1.46,206.85,1.81,9.51,5.25,-0.19,63.13,1.96,0.03,1.22,1.05,3.49,214.42,0.19,1126.59,40.67,50.0
529,Company_529,Finance,Asia,21270.22,575.45,0.03,224.28,14.25,1.47,0.1,0.17,48400.84,10611.26,0.22,2794.74,3.19,7.94,2.49,-2.56,53.17,1.06,0.02,0.62,2.28,3031.01,15.97,0.4,39.75,31.0,67.61
530,Company_530,Manufacturing,Asia,974.75,78.44,0.08,47.23,13.72,2.22,0.16,0.54,1793.35,419.88,0.23,216.67,6.81,5.13,0.75,-0.83,38.34,2.82,0.07,1.74,1.84,133.74,13.41,1.33,10.1,24.86,47.07
531,Company_531,Consumer Goods,Oceania,995.83,174.11,0.17,107.98,8.2,1.63,0.2,-0.27,1149.69,205.6,0.18,-12.23,10.69,8.44,0.79,2.57,37.37,0.7,0.02,-0.38,1.15,81.66,14.08,1.27,11.12,-19.0,29.82
532,Company_532,Retail,North America,441.54,31.32,0.07,17.67,10.15,1.54,0.15,0.55,782.12,198.04,0.25,112.77,3.95,4.92,1.25,-2.3,92.13,0.65,0.01,0.32,1.77,44.82,17.45,0.8,21.74,32.0,57.49
533,Company_533,Technology,Middle East,14824.33,1586.88,0.11,966.68,15.83,3.74,0.24,2.24,65337.11,18045.67,0.28,7961.3,8.5,4.38,0.51,0.57,68.81,0.65,0.01,0.19,4.41,2346.69,27.84,1.94,14.35,19.0,53.17
534,Company_534,Manufacturing,Africa,1525.52,131.55,0.09,-52.11,4.53,3.23,0.71,1.69,1408.55,1781.86,1.27,-505.73,-0.4,10.77,-26.92,-0.6,39.53,1.46,0.04,0.68,0.92,69.11,20.38,-0.04,-548.8,17.0,17.83
535,Company_535,Energy,Asia,45757.58,10363.73,0.23,6415.65,9.26,3.02,0.33,-0.96,64624.67,27555.18,0.43,6283.45,16.85,6.41,0.38,3.92,46.81,1.0,0.02,0.5,1.41,4237.15,15.25,2.63,5.8,25.0,43.09
536,Company_536,Transportation,Middle East,411.84,29.06,0.07,-12.87,19.15,3.17,0.17,1.73,1136.75,461.58,0.41,252.8,-3.08,12.59,-4.09,4.29,17.6,1.06,0.06,0.66,2.76,78.87,14.41,-0.24,-58.92,11.0,45.77
537,Company_537,Retail,Europe,981.87,103.76,0.11,60.92,2.32,3.18,1.37,-1.8,436.13,576.33,1.32,-288.86,4.79,8.74,1.82,0.5,60.62,2.15,0.04,1.32,0.44,22.78,19.15,0.55,34.93,33.0,42.31
538,Company_538,Transportation,Middle East,1088.53,111.15,0.1,63.02,16.67,1.23,0.07,-0.67,2467.97,667.68,0.27,363.88,7.11,6.72,0.94,3.29,33.11,1.32,0.04,0.8,2.27,181.46,13.6,1.06,12.85,20.0,51.05
539,Company_539,Healthcare,Europe,4560.72,325.71,0.07,169.59,26.43,2.78,0.11,1.61,15608.06,4438.16,0.28,-2283.6,5.98,6.66,1.11,0.75,75.87,1.4,0.02,0.62,3.42,1205.4,12.95,0.9,14.42,31.0,59.99
540,Company_540,Utilities,Oceania,1870.93,133.15,0.07,78.43,8.83,0.89,0.1,-0.41,1850.02,244.57,0.13,9.21,4.41,4.91,1.12,2.44,73.69,1.41,0.02,0.85,0.99,165.2,11.2,0.9,12.47,42.5,30.36
541,Company_541,Technology,Asia,2885.17,582.35,0.2,359.54,29.62,1.51,0.05,0.24,22941.61,7310.87,0.32,3711.04,12.33,8.61,0.7,-1.63,44.47,1.29,0.03,0.77,7.95,854.59,26.85,1.43,18.75,25.67,66.11
542,Company_542,Transportation,Asia,790.07,145.37,0.18,90.64,-5.97,1.76,-0.3,0.43,3191.67,911.73,0.29,565.21,13.11,4.92,0.38,2.59,52.93,0.76,0.01,0.41,4.04,-47.17,-67.67,2.66,-25.39,41.0,32.26
543,Company_543,Energy,North America,60823.96,15476.72,0.25,9665.04,18.16,3.66,0.2,-0.48,171710.08,93853.48,0.55,41705.34,18.74,7.26,0.39,3.72,47.27,2.6,0.05,1.58,2.82,11045.63,15.55,2.58,6.02,31.6,59.71
544,Company_544,Energy,Latin America,8773.57,1265.19,0.14,773.56,-16.22,2.88,-0.18,-0.78,24291.5,12367.98,0.51,2199.09,10.12,9.15,0.9,0.54,60.15,2.04,0.03,1.13,2.77,-1423.07,-17.07,1.11,-15.43,37.67,30.82
545,Company_545,Manufacturing,North America,6385.47,334.6,0.05,158.84,12.17,3.04,0.25,1.75,11860.07,5379.18,0.45,3264.01,1.91,6.95,3.64,-2.57,59.8,2.25,0.04,1.41,1.86,777.11,15.26,0.27,55.53,35.25,64.65
546,Company_546,Energy,Asia,697.09,215.53,0.31,-132.53,10.32,1.19,0.11,-0.15,1112.11,424.86,0.38,-230.74,-18.82,12.11,-0.64,-6.96,43.94,2.18,0.05,1.23,1.6,71.94,15.46,-1.55,-9.95,24.6,30.22
547,Company_547,Energy,Latin America,1337.93,205.38,0.15,-128.03,24.43,2.08,0.09,-0.11,4145.71,1401.48,0.34,102.37,-9.57,5.13,-0.54,-2.96,57.51,1.44,0.03,0.82,3.1,326.86,12.68,-1.87,-6.8,27.33,51.97
548,Company_548,Retail,Middle East,6311.41,1157.37,0.18,725.83,8.7,0.91,0.1,-0.24,11908.45,3158.08,0.27,1570.96,13.87,4.18,0.3,-0.08,27.15,2.05,0.08,1.07,1.89,549.09,21.69,3.32,6.54,13.38,43.65
549,Company_549,Utilities,North America,1694.22,90.91,0.05,51.0,11.25,1.15,0.1,0.05,2402.81,506.04,0.21,304.63,2.36,4.16,1.76,-0.6,81.91,1.03,0.01,0.58,1.42,190.6,12.61,0.57,22.22,58.0,51.18
550,Company_550,Consumer Goods,Asia,1037.26,39.29,0.04,20.04,25.37,1.6,0.06,0.95,4862.65,1560.15,0.32,470.03,3.71,5.54,1.5,-0.92,67.1,0.27,0.0,0.03,4.69,263.15,18.48,0.67,27.59,inf,80.65
551,Company_551,Retail,Middle East,1860.02,91.54,0.05,-53.22,8.11,1.01,0.12,0.29,2270.84,547.22,0.24,-88.92,-2.42,3.55,-1.47,-0.51,53.67,1.89,0.04,1.19,1.22,150.85,15.05,-0.68,-22.08,29.75,31.67
552,Company_552,Consumer Goods,Asia,926.0,26.66,0.03,9.6,21.06,4.1,0.19,2.4,3112.47,613.34,0.2,127.96,0.85,3.23,3.79,-1.36,62.42,1.11,0.02,0.69,3.36,195.02,15.96,0.26,60.65,34.5,72.08
553,Company_553,Retail,Africa,3388.46,223.31,0.07,107.82,10.17,1.87,0.18,1.16,5649.83,2174.18,0.38,1028.39,1.01,7.79,7.74,0.55,56.19,2.53,0.05,1.58,1.67,344.61,16.4,0.13,126.45,31.6,50.99
554,Company_554,Manufacturing,Europe,1631.95,235.64,0.14,143.35,-2.04,3.63,-1.78,-2.19,2119.21,1640.72,0.77,787.34,11.69,5.57,0.48,0.91,50.69,0.86,0.02,0.13,1.3,-33.29,-63.66,2.1,-30.33,6.5,28.07
555,Company_555,Energy,Africa,2519.62,160.63,0.06,-56.4,24.39,3.67,0.15,1.69,8810.9,2877.97,0.33,399.45,-2.57,7.18,-2.8,-3.61,38.93,3.55,0.09,2.23,3.5,614.54,14.34,-0.36,-40.06,24.78,50.0
556,Company_556,Transportation,Asia,2675.44,188.83,0.07,93.93,-0.35,1.03,-2.97,-0.31,6095.83,5204.39,0.85,2844.7,4.38,9.02,2.06,1.92,45.26,1.7,0.04,0.93,2.28,-9.36,-650.98,0.49,-1340.61,23.25,26.68
557,Company_557,Healthcare,North America,8534.09,1764.62,0.21,1111.13,0.59,1.12,1.9,0.22,9256.53,10529.34,1.14,183.07,15.15,2.96,0.2,0.16,67.25,0.64,0.01,0.37,1.08,50.35,183.84,5.12,35.92,37.0,50.0
558,Company_558,Finance,Middle East,4542.52,418.21,0.09,186.9,3.57,1.54,0.43,-0.07,1912.52,852.61,0.45,-46.65,1.81,9.72,5.36,-1.69,56.59,2.79,0.05,1.73,0.42,162.17,11.79,0.19,63.33,34.6,45.23
559,Company_559,Manufacturing,Middle East,4280.92,445.89,0.1,270.03,10.43,1.34,0.13,-0.61,7942.57,2374.15,0.3,964.85,6.97,7.93,1.14,-4.81,49.1,1.32,0.03,0.66,1.86,446.5,17.79,0.88,20.24,22.0,51.7
560,Company_560,Technology,Latin America,5181.76,1079.36,0.21,677.46,16.57,2.32,0.14,1.19,16137.27,3940.9,0.24,2186.17,15.59,6.1,0.39,-1.13,57.69,0.83,0.01,0.32,3.11,858.62,18.79,2.56,7.35,32.0,59.89
561,Company_561,Healthcare,Africa,3024.62,621.59,0.21,381.42,32.49,2.32,0.07,-1.31,15499.39,3688.64,0.24,2276.15,12.28,12.97,1.06,0.93,39.01,0.97,0.02,0.34,5.12,982.7,15.77,0.95,16.66,17.0,56.68
562,Company_562,Transportation,Africa,399.69,25.68,0.06,12.95,18.49,1.59,0.09,0.95,997.0,137.92,0.14,-49.11,3.35,7.83,2.34,-0.31,21.98,1.05,0.05,0.6,2.49,73.9,13.49,0.43,31.53,12.0,61.3
563,Company_563,Energy,Africa,2992.67,233.8,0.08,-61.96,-7.67,3.28,-0.43,-0.17,8141.17,4315.44,0.53,-1652.32,0.47,11.45,24.19,-0.58,48.89,2.6,0.05,1.61,2.72,-229.54,-35.47,0.04,-864.05,32.2,40.88
564,Company_564,Energy,Africa,10056.45,416.26,0.04,10.43,2.85,5.78,2.02,-2.2,15975.19,12518.79,0.78,2552.15,1.89,6.03,3.19,1.24,32.92,1.36,0.04,-0.84,1.59,286.61,55.74,0.31,177.83,-21.0,38.27
565,Company_565,Utilities,Europe,1737.09,91.89,0.05,37.13,4.39,1.42,0.32,-0.79,880.9,368.41,0.42,-213.54,0.07,5.83,79.45,-0.85,45.43,1.21,0.03,0.73,0.51,76.26,11.55,0.01,962.08,24.33,35.41
566,Company_566,Healthcare,North America,2354.32,195.65,0.08,111.36,13.79,3.78,0.27,2.17,4773.47,1730.04,0.36,607.72,5.39,6.12,1.13,0.56,57.39,3.6,0.06,2.21,2.03,324.66,14.7,0.88,16.69,36.83,56.77
567,Company_567,Healthcare,Oceania,1558.66,208.06,0.13,131.22,22.25,4.71,0.21,2.71,6990.94,2251.48,0.32,923.07,10.02,5.87,0.59,-2.58,79.68,0.94,0.01,0.3,4.49,346.8,20.16,1.71,11.81,30.0,61.79
568,Company_568,Healthcare,Africa,1275.08,169.54,0.13,-104.25,17.75,1.55,0.09,0.08,4469.21,1607.62,0.36,-656.59,-5.49,9.31,-1.69,-2.75,47.31,0.83,0.02,0.29,3.51,226.33,19.75,-0.59,-33.49,14.5,49.18
569,Company_569,Energy,Asia,12369.19,1227.08,0.1,588.98,21.11,9.11,0.43,-5.36,31795.31,13613.28,0.43,-5415.25,7.09,9.85,1.39,1.07,33.01,1.06,0.03,0.37,2.57,2611.14,12.18,0.72,16.92,12.33,57.61
570,Company_570,Energy,Latin America,562.85,22.2,0.04,-9.28,13.3,5.41,0.41,-3.33,1040.39,396.0,0.38,-137.53,-1.17,5.16,-4.4,0.82,45.36,0.95,0.02,0.33,1.85,74.86,13.9,-0.23,-61.29,16.5,39.07
571,Company_571,Retail,Middle East,2965.93,269.35,0.09,-51.74,-1.11,0.69,-0.62,0.41,8085.93,5263.76,0.65,-728.45,-0.19,11.17,-57.75,3.19,43.19,1.38,0.03,0.79,2.73,-32.92,-245.61,-0.02,14439.28,26.33,48.17
572,Company_572,Retail,Latin America,2249.43,200.46,0.09,36.59,8.41,1.23,0.15,0.37,4071.93,752.17,0.18,376.22,5.77,11.28,1.95,2.69,44.21,1.31,0.03,0.53,1.81,189.18,21.52,0.51,42.08,17.67,41.59
573,Company_573,Energy,North America,2975.75,779.93,0.26,-482.29,22.07,4.13,0.19,-1.85,8488.78,3052.97,0.36,-1511.28,-11.84,6.97,-0.59,-0.45,47.12,0.96,0.02,0.54,2.85,656.75,12.93,-1.7,-7.61,27.0,50.05
574,Company_574,Transportation,Latin America,1803.09,167.26,0.09,24.83,1.85,3.35,1.82,-1.64,1961.9,1527.85,0.78,641.61,5.96,13.72,2.3,1.14,34.69,1.64,0.05,1.0,1.09,33.36,58.81,0.43,135.39,20.0,41.89
575,Company_575,Energy,Africa,1301.7,215.26,0.17,-128.82,4.23,5.8,1.37,2.23,1440.61,1438.02,1.0,-567.04,-6.23,9.69,-1.56,-2.02,46.11,2.12,0.05,1.33,1.11,55.06,26.16,-0.64,-40.69,26.6,29.4
576,Company_576,Finance,Asia,3654.49,147.42,0.04,43.51,10.39,2.48,0.24,-1.52,5907.07,2068.95,0.35,-977.59,1.27,7.32,5.75,3.65,64.41,1.05,0.02,0.32,1.62,379.7,15.56,0.17,89.67,16.0,40.12
577,Company_577,Manufacturing,Oceania,446.65,23.63,0.05,11.39,3.72,2.27,0.61,0.81,291.18,237.82,0.82,69.93,3.09,6.93,2.24,2.24,76.59,0.91,0.01,0.41,0.65,16.62,17.52,0.45,39.3,41.0,50.0
578,Company_578,Transportation,Middle East,1784.53,116.32,0.07,46.82,4.82,3.16,0.66,-1.71,1424.27,635.76,0.45,-337.27,5.32,8.23,1.55,0.78,67.83,1.25,0.02,0.76,0.8,86.01,16.56,0.65,25.62,38.0,48.54
579,Company_579,Retail,Africa,1092.53,97.82,0.09,53.75,4.42,0.7,0.16,0.15,970.07,328.51,0.34,185.08,7.79,7.99,1.03,-0.47,57.94,3.03,0.05,1.86,0.89,48.29,20.09,0.97,20.6,37.2,41.59
580,Company_580,Technology,Latin America,2657.58,551.12,0.21,344.91,0.91,0.91,1.0,-0.25,584.87,609.15,1.04,-92.42,13.63,7.85,0.58,-0.92,72.48,1.64,0.02,1.02,0.22,24.18,24.18,1.74,13.93,51.0,33.72
581,Company_581,Energy,Oceania,7406.17,2328.31,0.31,1460.78,-7.01,3.3,-0.47,0.05,18387.28,7810.1,0.42,3121.44,25.67,7.2,0.28,2.06,61.59,1.11,0.02,0.68,2.48,-519.17,-35.42,3.57,-9.93,34.0,30.23
582,Company_582,Healthcare,Oceania,3393.67,566.5,0.17,352.1,18.36,1.96,0.11,1.2,11315.31,2195.04,0.19,657.62,11.63,8.17,0.7,3.53,80.67,0.82,0.01,0.46,3.33,623.08,18.16,1.42,12.76,46.0,69.99
583,Company_583,Healthcare,Africa,6466.99,1289.95,0.2,778.37,20.73,3.11,0.15,-0.83,23099.06,5123.9,0.22,1643.55,14.51,8.73,0.6,2.57,26.53,1.49,0.06,0.82,3.57,1340.61,17.23,1.66,10.37,13.67,50.0
584,Company_584,Healthcare,Latin America,4240.84,722.02,0.17,452.19,10.37,1.28,0.12,-0.79,7685.81,1131.39,0.15,-622.51,11.99,5.73,0.48,1.16,63.75,2.57,0.04,1.6,1.81,439.78,17.48,2.09,8.35,40.0,45.34
585,Company_585,Energy,Asia,9434.74,1558.34,0.17,893.91,23.85,4.48,0.19,2.38,41235.84,18105.67,0.44,11159.13,13.11,9.08,0.69,2.93,30.67,3.18,0.1,1.93,4.37,2250.19,18.33,1.44,12.69,19.3,57.49
586,Company_586,Transportation,Africa,819.57,41.72,0.05,19.79,-11.82,1.46,-0.12,-0.48,2944.51,560.58,0.19,236.12,3.91,4.84,1.24,1.85,42.0,1.84,0.04,0.87,3.59,-96.87,-30.4,0.81,-37.63,21.75,36.98
587,Company_587,Healthcare,North America,3696.47,493.76,0.13,311.2,21.73,1.62,0.07,0.29,14098.95,1965.05,0.14,336.17,8.82,4.97,0.56,1.35,63.51,0.29,0.0,0.01,3.81,803.24,17.55,1.77,9.89,inf,66.37
588,Company_588,Energy,Africa,12957.92,685.27,0.05,252.0,25.68,7.69,0.3,4.8,41026.41,13819.44,0.34,5309.98,1.28,10.7,8.36,5.82,47.42,2.77,0.06,1.74,3.17,3327.59,12.33,0.12,103.06,29.0,72.37
589,Company_589,Finance,North America,3816.21,161.51,0.04,66.76,6.17,2.13,0.35,-0.01,3647.73,1497.25,0.41,498.02,0.79,5.14,6.53,-1.7,78.86,1.54,0.02,0.96,0.96,235.46,15.49,0.15,100.8,48.0,55.99
590,Company_590,Manufacturing,North America,2565.06,152.96,0.06,52.92,22.93,3.08,0.13,1.34,11382.13,1403.3,0.12,823.33,3.09,6.99,2.26,1.4,55.4,1.84,0.03,0.99,4.44,588.17,19.35,0.44,43.78,33.0,76.91
591,Company_591,Manufacturing,Oceania,1668.06,295.59,0.18,185.28,-1.29,0.42,-0.33,0.19,4754.21,2914.18,0.61,1055.93,12.99,3.7,0.29,0.73,63.79,1.3,0.02,0.79,2.85,-21.52,-220.94,3.51,-62.93,39.5,34.88
592,Company_592,Utilities,Latin America,1786.05,182.85,0.1,105.91,7.53,1.19,0.16,-0.14,1384.89,287.61,0.21,-91.79,6.53,7.3,1.12,-0.04,53.95,2.21,0.04,1.34,0.78,134.49,10.3,0.89,11.51,33.5,37.57
593,Company_593,Manufacturing,Africa,6296.45,1448.09,0.23,906.94,12.29,1.34,0.11,-0.38,12713.05,4858.95,0.38,2377.48,17.0,10.49,0.62,-5.16,30.87,0.69,0.02,0.38,2.02,773.83,16.43,1.62,10.14,19.0,46.18
594,Company_594,Utilities,Europe,1935.5,443.91,0.23,-244.29,10.94,1.73,0.16,-0.72,2605.11,806.02,0.31,-420.35,-10.45,14.35,-1.37,-4.75,55.75,1.29,0.02,0.55,1.35,211.74,12.3,-0.73,-16.89,27.5,31.83
595,Company_595,Consumer Goods,Oceania,3429.96,294.6,0.09,175.74,26.61,2.49,0.09,1.54,17020.41,2875.53,0.17,862.48,4.31,6.09,1.41,1.51,83.02,1.68,0.02,1.02,4.96,912.71,18.65,0.71,26.35,51.0,82.98
596,Company_596,Technology,Europe,88926.33,17559.28,0.2,11054.71,18.17,0.94,0.05,0.01,339970.47,85004.99,0.25,50041.45,15.19,7.81,0.51,-4.45,89.83,2.05,0.02,1.21,3.82,16157.91,21.04,1.94,10.82,60.5,67.46
597,Company_597,Consumer Goods,Asia,1358.35,158.89,0.12,87.55,12.31,1.12,0.09,-0.28,3213.09,672.53,0.21,196.88,5.19,8.82,1.7,-2.33,53.11,0.95,0.02,0.56,2.37,167.21,19.22,0.59,32.66,28.0,68.44
